entry_id,country,institution_current,collection_title_or_search_entry,date_range,subject_scope,stated_count,relationship_phrase,physical_structure,source_url,unit_level,production_period,subject_cluster,commercial_or_institutional,circulation_mode,count_namespace,historical_actor_role,analysis_review,analysis_basis
IE-BIRR-WATSON-SLIDE-CABINET-1882-1900,IE,Birr Castle Science Centre,"Late-nineteenth-century microscope-slide cabinet with W. Watson & Sons material","late nineteenth to early twentieth century; W. Watson & Sons founded 1837","mostly biological microscope preparations; commercial slide supply; Irish landed-estate scientific collecting","cabinet has 19 drawers each designed for 16 slides; actual surviving slide count unstated","prepared or supplied by; housed in; held by","glazed mahogany case 310 x 262 x 259 mm with 19 drawers; each drawer holds up to 16 slides",https://birrcastle.com/science/,mixed_parent_collection,mixed_19c_plus_20c,general_mixed_microscopy,commercial_trade,retained_without_explicit_transfer,container_count_or_capacity;unstated_or_unresolved,institutional_custodian_cataloguer;other_explicit_role,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: subject_cluster, commercial_or_institutional, circulation_mode, count_namespace."
SE-NRM-PT-CLEVE-DIATOM-PREPS-19C,SE,Swedish Museum of Natural History,"Per Teodor Cleve diatom microscope-preparation collection","second half of the nineteenth century; Cleve 1840-1905","diatoms; marine and freshwater algae; polar and exploratory collections","large collection; exact slide/preparation count unstated in official overview","collected by; prepared or assembled by; donated by; held by","large personal collection of microscope preparations together with provenance documentation",https://www.nrm.se/english/researchandcollections/botany/collections/diatoms.html,named_collection,late_19c_1870_1899,diatoms_phycology,personal_research_collection,gift_donation_presentation,unstated_or_unresolved,collector_assembler;donor_bequeather_depositor;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional, count_namespace."
UK-OXFORD-OXF-PALAEOBOT-115-LATE19C,UK,Oxford University Herbaria,"Palaeobotox palaeobotanical microscope-slide collection","allied fossil collection explicitly associated with late nineteenth-century teaching and research","palaeobotany; fossil plants; coal balls; Rhynie Chert; teaching and research","115 slides today; 101 acquired before 1912, 12 acquired 1929, 2 uncertain; nine apparently lost; exact nineteenth-century subtotal to isolate","prepared by; acquired by; used by; held by","thin-section slide corpus; 113 slides accompanied by separate notebook",https://herbaria.plants.ox.ac.uk/bol/palaeobotany,mixed_parent_collection,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,sale_purchase,current_or_mixed_period_aggregate;physical_slide_count,preparer_mounter_producer;buyer_recipient_donee;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, count_namespace."
ES-MNCN-ARTHROPODS-LOCATED-10000-MIXED-19C,ES,Museo Nacional de Ciencias Naturales,"Recently located microscopic-preparation batch within the Arthropod Collection","late nineteenth century with a smaller/unspecified current-author layer","arthropods; crustaceans; mouthparts; diagnostic microscopic structures","more than 10000 recently located preparations explicitly associated with the end of the nineteenth century and, in part, some current author collections; pure nineteenth-century subtotal unresolved","held by; collected by; catalogued by","microscopic preparations form 6.2% of current Decapoda holdings before recovery; batch is mixed historical/current",https://www.mncn.csic.es/es/colecciones/entomologia,mixed_parent_collection,late_19c_1870_1899,entomology_arthropods,unclear,retained_without_explicit_transfer,current_or_mixed_period_aggregate;preparation_or_thin_section_count;unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: production_period, circulation_mode, count_namespace."
ES-MNCN-SPONGE-MICROSLIDES-350-LATE19C,ES,Museo Nacional de Ciencias Naturales,"Late-nineteenth-century historical sponge microscope-slide collection","last quarter nineteenth century; most microscopic slides pre-1900 with recovery extending into early twentieth","Porifera; sponge histology and anatomy; marine stations; taxonomy","about 350 late-nineteenth-century sponge samples, more than 90% microscopic preparations; separate recovery project located more than 400 late-nineteenth/early-twentieth-century microscopic slides","prepared by; collected by; held by; recovered by","microscope slides with labels attached to glass; about 40 contemporary boxes survive",https://www.mncn.csic.es/es/colecciones/invertebrados,mixed_parent_collection,late_19c_1870_1899,zoology_invertebrates,unclear,retained_without_explicit_transfer,preparation_or_thin_section_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: production_period, circulation_mode."
ES-IES-SAN-ISIDRO-MICROPREPS-19C,ES,Instituto San Isidro,"Nineteenth-century microscopic-preparation teaching collection","nineteenth century; microscope now displayed is early twentieth century","natural history; school science teaching; histology/microscopy","collection explicitly described; exact preparation count unstated","used by; held by; catalogued by","historical teaching preparation collection retained within Natural History cabinet",https://www.educa2.madrid.org/web/ies-san-isidro/museo,institutional_layer,19c_unspecified,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
AU-MV-WM-BALE-HYDROID-MICROSLIDES-1882-1894,AU,Museums Victoria,"W. M. Bale nineteenth-century hydroid microslide subset","explicit surviving microslide records dated/identified 1882-1894","Hydrozoa; hydroids; type specimens; Australian marine zoology","multiple individually catalogued nineteenth-century syntype/holotype microslides identified 1882-1894; exact historical slide total to query","identified by; collected by; from the collection of; held by","glass microslides with handwritten/printed end labels; museum image documents multiple specimens per slide in some cases",https://collections.museumsvictoria.com.au/search?query=Bale%20microslide,named_collection,late_19c_1870_1899,zoology_invertebrates,personal_research_collection,retained_without_explicit_transfer,unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer;other_explicit_role,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
IT-VENICE-TROIS-MICROSLIDES-1866-1899,IT,Museo di Storia Naturale di Venezia,"Enrico Filippo Trois comparative-anatomy microscope-slide collection","Trois produced the collection from 1866 to 1918; strict subset 1866-1899","comparative anatomy; Adriatic fishes; vertebrates; invertebrates; teaching and research","more than 2000 anatomical preparations overall in Trois collection; three preparation media include microscope slides; exact slide count and strict pre-1900 subtotal unstated","prepared by; transferred from; held by","dry preparations fluid preparations and microscope slides kept as distinct media within collection",https://msn.visitmuve.it/en/the-museum/collections/,mixed_parent_collection,mixed_19c_plus_20c,medical_histology_pathology,institutional_teaching_research,institutional_transfer_deposit,current_or_mixed_period_aggregate;preparation_or_thin_section_count;unstated_or_unresolved,preparer_mounter_producer;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
FR-MNHN-PAUL-GERVAIS-FISH-HISTOLOGY-1870S,FR,"Muséum national d'Histoire naturelle, Paris","Paul Gervais vertebrate-skeleton histological thin-section collection","Gervais held the Comparative Anatomy chair 1868-1879; surviving fish series linked to 1870s work","fish skeletal histology; teeth; cartilage; bone; comparative anatomy","40 fish skeletal thin sections are explicitly stated still present in MNHN; a separate paleohistological corpus of extant and fossil eggshell teeth and bone also survives but is not merged into this count","prepared by; used by; held by","undecalcified skeletal thin sections; surviving fish series forms one bounded layer",https://www.mnhn.fr/en/collection/comparative-anatomy,named_collection,spans_19c_periods,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,preparation_or_thin_section_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, production_period, commercial_or_institutional, circulation_mode."
PT-COIMBRA-KRANTZ-THIN-SECTIONS-250-1897,PT,University of Coimbra Science Museum,"Krantz teaching collection of rock thin sections","commercial catalogue preface dated May 1897; exact Coimbra acquisition within late nineteenth century","petrography; igneous rocks; metamorphic rocks; polarising microscopy; teaching","248 thin sections survive from 250 original; 225 igneous and 25 metamorphic in original set","produced by; from the collection of; used by; held by","numbered rock thin-section teaching set; original optional hand specimens survive separately",https://www.museudaciencia.org/index.php?module=content&option=collections,named_collection,late_19c_1870_1899,geology_petrography_palaeobotany,hybrid,retained_without_explicit_transfer,preparation_or_thin_section_count,preparer_mounter_producer;collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, circulation_mode."
CH-UZH-BAUER-ICHTHYOSAUR-9-1898,CH,University of Zurich,"Franz Bauer 1898 ichthyosaur tooth thin sections","prepared for Bauer's 1898 doctoral thesis in Munich; retained/transferred later","ichthyosaur teeth; vertebrate paleohistology; Upper Jurassic; dissertation research","9 late-nineteenth-century petrographic slides","prepared by; used by; transferred from; held by","eight serial sections from one tooth under BSPG AS XIX 504a-h plus one additional fragment section",https://www.pim.uzh.ch/en/collections.html,bounded_set,late_19c_1870_1899,medical_histology_pathology,institutional_teaching_research,institutional_transfer_deposit,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional."
IT-PORTICI-ACHILLE-COSTA-MITE-1000-1876-1898,IT,University of Naples Federico II Museum of Entomology Filippo Silvestri,"Achille Costa mite microscopic-preparation collection","collection formation at Portici begins in 1876 when Costa's material moved there; strict subset before 1899","mites; acarology; agricultural entomology; zoology; nineteenth-century museum formation","about 1000 microscopic preparations of mites attributed to Costa","assembled by; used by; held by","microscopic-preparation collection within broader entomological and zoological holdings",https://www.musei.unina.it/museo-entomologico/,named_collection,late_19c_1870_1899,entomology_arthropods,institutional_teaching_research,retained_without_explicit_transfer,preparation_or_thin_section_count,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
RU-SPBSU-ZOOTOMY-MICROPREPS-1896,RU,Saint Petersburg State University,"Historical zoological microscopic-preparation collection formed under university teaching","collection began to be created in the mid-nineteenth century; explicit 1896 layers; later expansion","protists; invertebrates; histological sections; comparative anatomy; teaching","current sections include Red collection 1870 preparations Blue collection 1300 personal thematic collections about 5000 and Green teaching collection over 10000; nineteenth-century subtotal unresolved","assembled by; used by; held by; catalogued by","multiple historically layered preparation sections including Red Blue and Green groups",https://bio.spbu.ru/museum/,mixed_parent_collection,mid_19c_1840_1869,foraminifera_protists,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;preparation_or_thin_section_count;unstated_or_unresolved,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-NHM-DEBY-DIATOM-12541-1893,UK,Natural History Museum London,"Julien Marc Deby diatom microscope-preparation collection purchased in 1893","Deby collection purchased 1893; component sets and personal preparations nineteenth century","diatoms; systematic reference series; spread slides; type slides","12541 microscopic preparations purchased in 1893","assembled by; from the collection of; purchased by; held by","large historical slide collection combining systematic series spread slides and personal preparations",https://www.nhm.ac.uk/our-science/collections/botany-collections/diatoms.html,named_collection,late_19c_1870_1899,diatoms_phycology,institutional_teaching_research,sale_purchase,preparation_or_thin_section_count,collector_assembler;buyer_recipient_donee;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional."
IT-TURIN-GIACOMINI-HISTOLOGY-1881-1898,IT,University of Turin,"Carlo Giacomini microscopic nervous-system and embryological section collection","microscopic nervous-system research active from 1881; explicit preparations through 1898","neuroanatomy; embryology; nervous-system histology; serial/whole sections","hundreds of whole-brain and spinal-cord sections are reported in the museum; additional embryo-linked histological preparations survive; exact glass-slide subtotal unstated","prepared by; used by; catalogued by; held by","hundreds of in-toto brain/spinal-cord sections in a purpose-built histological collection",https://www.museoanatomia.unito.it/en/collections,named_collection,late_19c_1870_1899,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
IT-MILAN-VETERINARY-HISTOLOGY-MID19C,IT,University of Milan Veterinary Museum,"Veterinary histological preparation collection formed from the mid-nineteenth century","from the mid-nineteenth century onward; strict subset nineteenth century","veterinary anatomy; mammal and bird histology; teaching; pathology","histological preparations explicitly collected from the middle of the nineteenth century; museum overall holds more than 1500 mixed anatomical preparations","collected by; used by; held by","histological preparations retained alongside myological statues mummies skeletons and mixed anatomy material",https://www.unimi.it/en/university/heritage/museums-and-collections/veterinary-museum,mixed_parent_collection,mid_19c_1840_1869,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;preparation_or_thin_section_count,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
IT-SIENA-GABBRIELLI-BARTH-HISTOLOGY-19C,IT,University of Siena Anatomical Museum,"Gabbrielli gift and Barth Leipzig purchased microscopic/histological teaching preparations","museum formation from 1850/1862; microscopic and histological preparations nineteenth century","human anatomy; histology; university teaching; commercial preparations","one series of microscopic preparations donated by Salvadore Gabbrielli plus about 100 histological preparations purchased from Barth of Leipzig; exact current survivor count unresolved","donated by; purchased from; used by; held by","microscopic preparations retained with period histotheques in a reconstructed teaching collection",https://www.simus.unisi.it/en/museums/anatomical-museum/,named_collection,spans_19c_periods,medical_histology_pathology,hybrid,sale_purchase;gift_donation_presentation,preparation_or_thin_section_count;unstated_or_unresolved,user_researcher_teacher;donor_bequeather_depositor;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, count_namespace."
FR-STRASBOURG-OSCAR-SCHMIDT-SPICULE-497-1860S-1880S,FR,Université de Strasbourg EOST,"Oscar Schmidt sponge fibre and spicule microscope-slide collection","Schmidt sponge work from the 1860s through 1880; slides nineteenth century","Porifera; sponge spicules; fibres; taxonomy; type material; comparative zoology","497 Schmidt-made glass slides in the main Strasbourg slide collection","prepared by; used by; exchanged by; transported by; held by","short-format glass slides about 4.6 x 2.7 cm with thick paper labels or direct ink annotations",https://eost.unistra.fr/en/museums-and-collections/,named_collection,spans_19c_periods,zoology_invertebrates,institutional_teaching_research,exchange_distribution,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;sender_exchanger_transporter;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional."
FR-MNHN-OSCAR-SCHMIDT-SPICULE-14-19C,FR,"Muséum national d'Histoire naturelle, Paris","Oscar Schmidt sponge spicule slides in Paris","nineteenth century; Schmidt worked on Paris sponge material","Porifera; sponge spicules; fibres; taxonomic comparison; type material","14 Schmidt slides in MNHN Paris reported by direct cross-institution study","prepared by; transported or exchanged to; held by","short-format Schmidt glass slides with characteristic handwritten labels",https://www.mnhn.fr/en/collection/invertebrates,named_collection,19c_unspecified,zoology_invertebrates,unclear,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;institutional_custodian_cataloguer,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: unit_level, circulation_mode."
DK-NHMD-OSCAR-SCHMIDT-SPICULE-94-19C,DK,Natural History Museum of Denmark,"Oscar Schmidt sponge spicule slides in Copenhagen","nineteenth century; Schmidt's sponge work and transnational exchange","Porifera; sponge spicules; fibres; taxonomy; North Atlantic and Mediterranean material","94 Schmidt slides in Copenhagen reported by current study","prepared by; exchanged or transported to; held by","short-format Schmidt glass slides with characteristic labels; related material distributed across European collections",https://snm.ku.dk/english/collections/,named_collection,19c_unspecified,zoology_invertebrates,unclear,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;institutional_custodian_cataloguer,REVIEW,"Derived only from frozen catalogue wording. Low-confidence fields: commercial_or_institutional. Medium-confidence fields: unit_level, circulation_mode."
US-HARVARD-FARLOW-CHEEVER-10000-MIXED-19C,US,"Farlow Herbarium, Harvard University","Clarence A. Cheever diatom slide collection","mixed historical collection; public shelf lists contain nineteenth-century makers and later material","diatoms; global localities; commercial and amateur mounters; modern shelf order","about 10000 slides today; strict nineteenth-century subtotal to isolate","from the collection of; prepared by named makers; incorporated into; held by","forty box units B1-B40; item positions preserved in online shelf lists",https://diatoms.hsites.harvard.edu/collections/clarence-cheever,mixed_parent_collection,mixed_19c_plus_20c,diatoms_phycology,institutional_teaching_research,institutional_transfer_deposit,current_or_mixed_period_aggregate;physical_slide_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
UK-DICK-BLACKWOOD-PETROGRAPHIC-1000-PRE1893,UK,Dick Institute Kilmarnock,"James Blackwood rock thin-section microscope-slide collection","Blackwood returned to Kilmarnock about 1860 and died in 1893; collection nineteenth century","petrography; mineralogy; Scottish rocks; optical microscopy; local collecting","1000 microscope slides linked to about 1500 rock and mineral specimens","prepared or commissioned by; linked to; collected by; held by","1000 thin-section slides physically linked to rock/mineral collection; local museum storage",https://eastayrshireleisure.com/venues/dick-institute/museum-collections/,named_collection,spans_19c_periods,geology_petrography_palaeobotany,personal_research_collection,retained_without_explicit_transfer,physical_slide_count;specimen_object_or_mixed_count,collector_assembler;institutional_custodian_cataloguer;other_explicit_role,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional, circulation_mode, count_namespace."
UK-NMS-PEACH-PETTYCUR-30-1871,UK,National Museums Scotland,"Charles W. Peach Pettycur palaeobotanical glass thin-section slides","1871 Pettycur slides; Peach palaeobotanical work concentrated in nineteenth century","palaeobotany; permineralised Carboniferous plants; Pettycur; research specimens","30 Pettycur glass slides dated 1871; additional Peach palaeobotanical and marine-biological slides survive separately","prepared by; labelled by; retained in; rediscovered in; accessioned by","30 irregular glass slides of varying shapes and sizes rather than standard one-inch-by-three-inch mounts",https://www.nms.ac.uk/explore-our-collections/stories/natural-sciences/microscope-slides/,bounded_set,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,institutional_transfer_deposit,physical_slide_count,preparer_mounter_producer;institutional_custodian_cataloguer;other_explicit_role,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional."
UK-SMG-JE-WILSON-DENTAL-SLIDES-1855-1865,UK,Science Museum Group,"Glass slides used by J. E. Wilson at Manchester Dental Hospital",1855-1865,"dentistry; dental anatomy/pathology; medical teaching and microscopy","plural glass slides; exact count unstated","used by; from; held by","glass-slide batch catalogued as one museum object; human-remains inventory context",https://collection.sciencemuseumgroup.org.uk/search/objects?q=J.%20E.%20Wilson%20dental%20slides,named_collection,mid_19c_1840_1869,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
AT-NHMW-GRUNOW-DIATOMS-1899,AT,Naturhistorisches Museum Wien,"Albert Grunow historical diatom slide, sample and drawing collection","nineteenth-century collection; deposited at W in 1899; continued study later","diatoms; phycology; taxonomic types; historical microscopy practice","3278 catalogue sample numbers; ca. 1400 Grunow slides extant; ca. 15000 drawings","assembled by; prepared by Grunow and correspondents; deposited by Grunow; held by","historical and current microscopy slides; unmounted material; herbarium specimens; drawings and notes",https://www.nhm-wien.ac.at/en/research/botany/collections/diatoms,named_collection,late_19c_1870_1899,diatoms_phycology,institutional_teaching_research,institutional_transfer_deposit,physical_slide_count;specimen_object_or_mixed_count,preparer_mounter_producer;collector_assembler;donor_bequeather_depositor;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional, count_namespace."
UK-RBGE-WALKER-ARNOTT-DIATOMS-1850S,UK,Royal Botanic Garden Edinburgh,"G.A. Walker Arnott diatom slides and unmounted material","principally mid-nineteenth century; many isotypes from correspondence exchange","diatoms; taxonomy; isotypes; correspondence exchange; British and global material","large historical collection; exact Walker Arnott slide total unresolved; RBGE whole diatom collection is about 50000 slides dating c.1850-present","assembled by; acquired through correspondence by; transferred from University of Glasgow; held by","numbered Large and Small tube-derived slide sequences; unmounted material and correspondence-linked specimens",https://stories.rbge.org.uk/archives/16825,named_collection,mid_19c_1840_1869,diatoms_phycology,personal_research_collection,institutional_transfer_deposit;research_correspondence_sent,current_or_mixed_period_aggregate;unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional, count_namespace."
UK-CAM-SEDGWICK-HARKER-PETROLOGY-1880S,UK,Sedgwick Museum of Earth Sciences University of Cambridge,"Igneous and Metamorphic Petrology (Harker) Collection","collection begun in the 1880s and expanded for more than a century","igneous and metamorphic petrology; rock thin sections; teaching and research","current mixed-period Harker Collection about 160000 hand specimens and 250000 thin sections; nineteenth-century thin-section subtotal unresolved","assembled by; curated by Alfred Harker; held by University of Cambridge","large paired hand-specimen and thin-section research collection; current total spans later acquisitions",https://www.sedgwickmuseum.cam.ac.uk/collections/petrology,mixed_parent_collection,late_19c_1870_1899,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;preparation_or_thin_section_count,collector_assembler;institutional_custodian_cataloguer;other_explicit_role,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-OXFORD-DUNN-SUTCLIFFE-RITCHIE-1897,UK,University of Oxford,"Percy Temple Sutcliffe / James Ritchie early pathology teaching microscope slides","practical pathology course documented from Michaelmas 1897; collection spans later teaching","pathology; histology; inflammation; thrombosis; degeneration; practical medical teaching","about 300 microscope slides in the rediscovered Sutcliffe collection; exact pre-1900 subtotal unresolved","used by early Oxford pathology students; held by Percy Temple Sutcliffe; rediscovered by; held by","approximately 300 labelled glass microscope slides preserved as a personal/student collection",https://www.path.ox.ac.uk/content/history-pathology-oxford,mixed_parent_collection,late_19c_1870_1899,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count,user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-BGS-HOOKER-NICOL-FOSSIL-WOOD-1846,UK,British Geological Survey,"Joseph D. Hooker 'unregistered fossil plants' early fossil-wood thin-section collection","late 1820s-1846 core; named sections dated 1831 and 1834; later institutional custody","fossil wood; palaeobotany; early petrography; thin-section technique","hundreds of thin sections in the rediscovered collection; at least thirty from Henry Witham's former museum explicitly noted","assembled by Hooker; prepared by Nicol and other slide-makers; exchanged with; transferred to; rediscovered by; held by","hundreds of thin fossil-wood sections attached to glass with Canada balsam; mixed makers and provenance labels",https://earthwise.bgs.ac.uk/index.php/Joseph_Dalton_Hooker_fossil_wood_collection,named_collection,spans_19c_periods,geology_petrography_palaeobotany,institutional_teaching_research,exchange_distribution;institutional_transfer_deposit,preparation_or_thin_section_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer;other_explicit_role,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional."
UK-GLA-HUNTERIAN-HEDDLE-THINSECTIONS-1850-1880,UK,"The Hunterian, University of Glasgow","Matthew Forster Heddle geological microscope-slide collection within the Hunterian","explicit Blarney thin section probably 1850-1880; Heddle collection principally nineteenth century","petrology; mineralogy; rock thin sections; historic monuments; Scottish geology","Heddle subset count unresolved within approximately 40000 geological microscope slides at the Hunterian; explicit Blarney and Stonehenge thin sections survive","assembled by Heddle; collected by; possibly prepared by Heddle or others; held by","thin rock and mineral sections on glass within a much larger geological slide collection",https://www.gla.ac.uk/hunterian/collections/geology/,mixed_parent_collection,spans_19c_periods,geology_petrography_palaeobotany,personal_research_collection,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count,collector_assembler;institutional_custodian_cataloguer;attributed_or_uncertain,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-RCS-TOMES-DENTAL-HISTOLOGY-1838-1900-MIXED,UK,"Hunterian Museum, Royal College of Surgeons of England","Tomes dental histology microscope-slide collection","John preparing tooth sections by 1838 and died 1895; Charles continued into twentieth century; mixed collection","dental histology; comparative dental anatomy; tooth development","about 1880 combined Tomes histology slides in specialist collection history; a current collection summary separately describes about 1800 Charles Tomes slides; strict pre-1900 subtotal unresolved","prepared by; used by; presented to; held by; part of","historical slide trays and originally a glass-fronted Victorian cabinet; mixed John/Charles Tomes layers",https://hunterianmuseum.org/collections/microscope-slides,mixed_parent_collection,mixed_19c_plus_20c,medical_histology_pathology,institutional_teaching_research,gift_donation_presentation,current_or_mixed_period_aggregate;physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
DE-RKI-KOCH-MICROPREPARATIONS-1876-1900-MIXED,DE,Robert Koch Institute Museum,"Robert Koch scientific estate microscopic preparations","Koch's bacteriological work spans the late nineteenth century into 1900; strict pre-1900 layer","bacteriology; infectious disease; microscopy; medical microbiology","scientific estate contains several hundred microscopic preparations from Koch's work; exact nineteenth-century subtotal unresolved","from the work of; used by; preserved in the scientific estate of; held by","microscopic preparations preserved with letters manuscripts photographs and related estate material",https://www.rki.de/EN/Content/Institute/Museum/museum_node.html,mixed_parent_collection,mixed_19c_plus_20c,bacteriology_microbiology,institutional_teaching_research,retained_without_explicit_transfer,preparation_or_thin_section_count;unstated_or_unresolved,user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
US-NMHM-AMM-MICROSCOPICAL-SECTION-1865-1899,US,National Museum of Health and Medicine,"Army Medical Museum Microscopical Section historical registers","Microscopical Section registers from 1860s through nineteenth century","pathology; histology; military medicine; infectious disease; specimen registration","official institutional history reports 7,275 specimens in the Microscopical Section by 1876; registers also use section-number ranges, which are identifiers rather than inferred slide counts","prepared for; entered in; referred to; catalogued by; used by; held by","historical registered microscope preparations plus logbooks/catalogues",https://medicalmuseum.health.mil/index.cfm?p=collections.archives.microscopical_section,institutional_layer,spans_19c_periods,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,serial_or_register_range;specimen_object_or_mixed_count,user_researcher_teacher;institutional_custodian_cataloguer;other_explicit_role,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional, circulation_mode, count_namespace."
